BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE
Brokered by E Realty International Corp,House for sale,988000,3,1,1296,43-64 Bowne St,"Flushing, NY 11355"
Brokered by COMPASS,Co-op for sale,800000,1,1,2184.207862,324 E 41st St Unit 1101C,"Manhattan, NY 10017"
Brokered by Redfin Real Estate,Co-op for sale,400000,2,1,2184.207862,34-49 81st St Unit 5Y,"Jackson Heights, NY 11372"
Brokered by Core Realty Family,Multi-family home for sale,965000,5,3,3520,1027 Ward Ave,"Bronx, NY 10472"
Brokered by BERGEN BASIN REALTY,Multi-family home for sale,1389000,5,2,2412,3824 Quentin Rd,"Brooklyn, NY 11234"
Brokered by Howard Hanna | Rand Realty,Condo for sale,525000,3,2,1185,170 Mermaid Ln Unit 270,"Bronx, NY 10473"
Brokered by Astor Brokerage Ltd,House for sale,849999,3,2,2184.207862,147-20 76th Rd,"Flushing, NY 11367"
Brokered by Charles H. Greenthal Property,Pending,289000,1,2,1213,27110 Grand Central Pkwy Apt 1O,"Floral Park, NY 11005"
Brokered by Corcoran East Side,Multi-family home for sale,10000000,7,8,2184.207862,35 W 11th St,"New York, NY 10011"
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,279000,2,1,2184.207862,73-22 220th St Unit Upper,"Bayside, NY 11364"
Brokered by Corcoran Park Avenue South,Townhouse for sale,15995000,5,2.373860858,2184.207862,65 Bedford St,"New York, NY 10014"
Brokered by RITZ REALTY NY CORP.,Multi-family home for sale,1850000,3,4,2184.207862,6704 21st Ave,"Brooklyn, NY 11204"
Brokered by Weichert Realtors The Franzese Group,Multi-family home for sale,2599000,11,6,5088,2061 49th St,"Astoria, NY 11105"
Brokered by Douglas Elliman - 325 Court,Co-op for sale,250000,1,1,800,1250 Ocean Pkwy Apt 3J,"Brooklyn, NY 11230"
Brokered by Corcoran Park Slope,Co-op for sale,2250000,3,2,2000,120 Prospect Park W # 2,"Brooklyn, NY 11215"
Brokered by Chase Global Realty Corp,Multi-family home for sale,1800000,9,7,2184.207862,23-16 36th St,"Astoria, NY 11105"
Brokered by BUZZ REALTY,Co-op for sale,350000,3,2,1100,1200 E 53rd St Apt 4X,"Brooklyn, NY 11234"
Brokered by Continental Real Estate Grp In,House for sale,1649000,4,3,1452,927 Hart St,"Brooklyn, NY 11237"
Brokered by Corcoran Park Slope,Pending,1395000,2,2,1028,357 6th Ave Apt 1,"Brooklyn, NY 11215"
Brokered by Charles Rutenberg Realty Inc,House for sale,1370000,6,3,2184.207862,85-65 159th St,"Jamaica, NY 11432"
Brokered by Listed New York Elite Inc,Co-op for sale,360000,2,1,2184.207862,128 W 138th Unit 1I,"New York, NY 10030"
Brokered by ANNE - Anne Weintraub,Co-op for sale,1050000,1,1,2184.207862,1 Fifth Ave Unit 10K,"New York, NY 10003"
Brokered by COMPASS,Condo for sale,2200000,2,2,1308,32 E 76th St Apt 805,"Manhattan, NY 10021"
Brokered by G G Caleca Realty,House for sale,650000,3,2.373860858,1218,23 Jackson St,"Staten Island, NY 10304"
Brokered by BUY FOR LESS REALTY LLC,House for sale,345000,3,2.373860858,2184.207862,183-12 Elmira Ave,"Queens, NY 11412"
Brokered by COMPASS,Townhouse for sale,7850000,5,4,6060,128 E 19th St,"Manhattan, NY 10003"
Brokered by COMPASS,Multi-family home for sale,4999000,8,5,4120,458 W 51st St,"Manhattan, NY 10019"
Brokered by Corcoran East Side,House for sale,4900000,4,2.373860858,3100,157 E 78th St,"New York, NY 10075"
Brokered by Corcoran West Side Gallery,Pending,299000,3,1,2184.207862,465 W 57th St Apt 3B,"New York, NY 10019"
Brokered by EXIT REALTY FIRST CHOICE,House for sale,1578000,5,3,2152,67-27 181st St,"Fresh Meadows, NY 11365"
Brokered by Skylight Real Estate Consultan,House for sale,715000,3,2,2184.207862,194-11 112th Ave,"Saint Albans, NY 11412"
Brokered by COMPASS,Townhouse for sale,600000,3,1,2184.207862,40 Somers St Unit 2,"Brooklyn, NY 11233"
Brokered by NextHome Prestige,House for sale,850000,3,2,1090,101 Dalemere Rd,"Staten Island, NY 10304"
Brokered by Serhant,Condo for sale,1949000,2,2,1288,277 E 7th St Apt 2,"New York, NY 10009"
"Brokered by NEUHAUS REALTY, INC.",Multi-family home for sale,1599999,5,4,3773,160 Rathbun Ave Unit A,"Staten Island, NY 10312"
Brokered by Weichert Realtors Evolution Group,House for sale,640000,3,2,1110,58 Elmwood Ave,"Staten Island, NY 10308"
"Brokered by Homes R Us Realty of NY, Inc.",Contingent,799900,3,4,3510,59 Park Pl,"Staten Island, NY 10301"
Brokered by COMPASS,Pending,1599000,6,4,3690,33-17 85th St,"Jackson Heights, NY 11372"
Brokered by eXp Realty NYC,Contingent,695000,3,1,650,217 E 5th St Apt 8,"New York, NY 10003"
Brokered by Robert Defalco Realty Inc.,Contingent,740000,3,2,1976,391 Fingerboard Rd,"Staten Island, NY 10305"
Brokered by JABOUR REALTY COMPANY,Co-op for sale,329000,1,1,764,9902 3rd Ave Apt 2E,"Brooklyn, NY 11209"
Brokered by Exp Realty,Multi-family home for sale,750000,4,2,2340,4325 Boyd Ave,"Bronx, NY 10466"
Brokered by JABOUR REALTY COMPANY,House for sale,1450000,4,4,1746,227 90th St,"Brooklyn, NY 11209"
Brokered by Diamond Real Inc,Condo for sale,1999999,3,3,1800,70 Oceana Dr W Ph 1D,"Brooklyn, NY 11235"
Brokered by Better Homes and Gardens Real Estate Safari Realty,House for sale,899888,4,2,2185,467 Maine Ave,"Staten Island, NY 10314"
Brokered by WRL Realty LLC,Co-op for sale,379000,2,1,900,78-16 Main St Unit 1K,"Flushing, NY 11367"
"Brokered by Neuhaus Realty, Inc.",Multi-family home for sale,879000,4,2,1824,11 Edgewood Rd,"Staten Island, NY 10308"
Brokered by Corcoran East Side,Co-op for sale,1030000,2,2,1077,217 E 96th St Apt 29C,"New York, NY 10128"
Brokered by Redfin Real Estate,Co-op for sale,699999,1,2,2184.207862,11 W 81st St Unit 1C,"New York, NY 10024"
Brokered by EXP Realty,Co-op for sale,388000,2,1,2184.207862,67-66 108th St Units B & 65,"Forest Hills, NY 11375"
Brokered by Brown Harris Stevens,Condo for sale,1750000,1,1,937,114 E 13th St Apt 3D,"Manhattan, NY 10003"
Brokered by Living NY - Main Office,Co-op for sale,995000,1,1,2184.207862,111 N 9th St Apt 2L,"Brooklyn, NY 11249"
Brokered by Guru Real Estate Services LLC,House for sale,599999,5,4,2184.207862,145-37 115th Ave,"Jamaica, NY 11436"
Brokered by Brown Harris Stevens,Co-op for sale,300000,1,1,2184.207862,209 W 118th St Apt 2F,"Manhattan, NY 10026"
Brokered by Winzone Realty Inc,Co-op for sale,389000,1,1,900,44-10 Ketcham St Unit 5B,"Elmhurst, NY 11373"
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,875000,1,2,2184.207862,750 Park Ave Apt 9B,"New York, NY 10021"
Brokered by COMPASS,Condo for sale,3000000,3,3,2100,418 E 59th St # B,"Manhattan, NY 10022"
Brokered by Morris Park Realty Group,Multi-family home for sale,850000,3,2,2194,1626 Research Ave,"Bronx, NY 10465"
Brokered by Coldwell Banker Warburg,Townhouse for sale,3595000,5,4,4675,549 W 149th St,"New York, NY 10031"
Brokered by Realty Network Of N Y Corp,House for sale,925000,3,2,2184.207862,50-02 60th St,"Woodside, NY 11377"
Brokered by Keystone Realty USA Corp,House for sale,799000,5,3,2184.207862,112-20 210th St,"Queens Village, NY 11429"
Brokered by Prime Realty,Pending,1399000,4,2,1800,35-12 213th St,"Bayside, NY 11361"
Brokered by East Coast REALTORS Inc,House for sale,1880000,3,5,1920,143-40 Poplar Ave,"Flushing, NY 11355"
Brokered by COMPASS,Co-op for sale,375000,3,1,2184.207862,517 W 48th St Apt 2RW,"Manhattan, NY 10036"
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,269000,1,1,625,130 Bay Ridge Pkwy Apt 4H,"Brooklyn, NY 11209"
Brokered by Realty Network Of N Y Corp,House for sale,925000,3,2,2184.207862,50-02 60th St,"Woodside, NY 11377"
Brokered by Keystone Realty USA Corp,House for sale,799000,5,3,2184.207862,112-20 210th St,"Queens Village, NY 11429"
Brokered by Keller Williams Realty Greater Nassau,House for sale,4500000,6,4,2184.207862,147-21 14th Ave,"Whitestone, NY 11357"
Brokered by Fave Realty Inc,House for sale,589000,3,2,1120,1316 Dumont Ave,"Brooklyn, NY 11208"
Brokered by RE MAX Real Estate Professionals,Co-op for sale,239000,1,1,700,1720 E 13th St Apt 1C,"Brooklyn, NY 11229"
Brokered by Century Homes Realty Group LLC,Co-op for sale,385000,1,1,2184.207862,35-40 82nd St Unit 2A,"Jackson Heights, NY 11372"
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,1000000,1,1,773,18 W 48th St Apt 9C,"New York, NY 10036"
Brokered by COMPASS,Pending,2800000,5,4,3400,232 Argyle Rd,"Brooklyn, NY 11218"
Brokered by All Area Brokerage Inc,Co-op for sale,130000,3,1,2184.207862,87-15 165th St Unit 4B,"Jamaica, NY 11432"
Brokered by DiTommaso Real Estate,Contingent,789888,4,2,1865,600 Annadale Rd,"Staten Island, NY 10312"
Brokered by EXP Realty,House for sale,798000,3,2,760,58-13 Waldron St,"Corona, NY 11368"
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,495000,1,1,2184.207862,54 E 1st St Apt 2C,"New York, NY 10003"
Brokered by B Square Realty,Condo for sale,555000,1,1,649,158-15 Union Tpke Unit 411N,"Fresh Meadows, NY 11366"
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,1274000,3,2,2184.207862,111 E 36th St # 5AB,"New York, NY 10016"
Brokered by Prime Realty,Co-op for sale,349000,2,1,2184.207862,83-75 118 St Unit 2I,"Kew Gardens, NY 11415"
Brokered by Corcoran Park Slope,House for sale,2500000,3,2.373860858,2184.207862,1203 8th Ave,"Brooklyn, NY 11215"
Brokered by Brown Harris Stevens - 129 Montague Street,Pending,1250000,1,1,2184.207862,17 W 10th St Apt 3N,"Manhattan, NY 10011"
Brokered by Brown Harris Stevens,Townhouse for sale,2495000,8,8,5374,211 W 252nd St Unit Townhouse,"Bronx, NY 10471"
Brokered by Exp Realty,Co-op for sale,749900,3,1,830,51 W 106th St Apt 3D,"New York, NY 10025"
Brokered by Jm Properties,House for sale,1399900,4,4,3149,292 Raritan Ave,"Staten Island, NY 10305"
"Brokered by KMS Realty Group, Inc.",Condo for sale,948888,2,2,950,115 96th St Apt 6A,"Brooklyn, NY 11209"
Brokered by Howard Hanna Coach Realtors - Williston Park,Pending,775000,4,2,1230,92-19 241st St,"Bellerose, NY 11426"
Brokered by American Dream Homes Realty Inc,House for sale,475000,3,2,1280,912 Cranford Ave,"Bronx, NY 10466"
Brokered by COMPASS,Condo for sale,2595000,3,3,1449,200 E 94th St Apt 2610,"Manhattan, NY 10128"
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1199000,3,1,2726,354 Buel Ave,"Staten Island, NY 10305"
Brokered by COMPASS,Condo for sale,750000,1,1,654,129 Meserole St Apt 3B,"Brooklyn, NY 11206"
Brokered by E House Realty & Mgt. Inc.,Condo for sale,713000,2,2,1040,217 Bay 49th St Unit 3A,"Brooklyn, NY 11214"
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,300000,1,1,2184.207862,64-09 39 Ave Unit 1,"Woodside, NY 11377"
Brokered by COMPASS,Co-op for sale,2695000,3,3,2184.207862,316 W 79th St Apt 7W,"Manhattan, NY 10024"
Brokered by Keller Williams Realty Liberty,Co-op for sale,450000,2,2,2184.207862,254-15 74 Ave Unit 1ST,"Glen Oaks, NY 11004"
Brokered by Corcoran West Side Gallery,Co-op for sale,699000,1,1,2184.207862,760 W End Ave Apt 6C,"New York, NY 10025"
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,10950000,8,8,9555,350 W End Ave,"New York, NY 10024"
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,225000,1,1,2184.207862,269-10 Grand Central Pkwy Unit 9P,"Floral Park, NY 11005"
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,5925000,3,4,2539,30 Front St Unit 15A,"Brooklyn, NY 11201"
Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,225000,1,1,2184.207862,269-10 Grand Central Pkwy Unit 9P,"Floral Park, NY 11005"
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,5925000,3,4,2539,30 Front St Unit 15A,"Brooklyn, NY 11201"
Brokered by Signature Premier Properties,Co-op for sale,255000,1,1,2184.207862,245-18 62nd Ave Unit Upper,"Little Neck, NY 11362"
Brokered by Toscana Property LLC,Multi-family home for sale,2500000,12,2.373860858,4140,1694 64th St,"Brooklyn, NY 11204"
Brokered by EXIT REALTY FIRST CHOICE,House for sale,2095000,4,4,3223,166-21 Goethals Ave,"Jamaica, NY 11432"
"Brokered by Nest Seekers International, Midtown",House for sale,10250000,7,6,5200,1211 Park Ave,"New York, NY 10128"
Brokered by Corcoran Brooklyn Heights,Co-op for sale,750000,1,1,2184.207862,200 Congress St Apt 5D,"Brooklyn, NY 11201"
Brokered by Brown Harris Stevens,Townhouse for sale,2999000,9,8,5560,1937 Madison Ave Unit Townhouse,"Manhattan, NY 10035"
Brokered by RE MAX Edge,Co-op for sale,199000,3,1,650,207 Ocean Pkwy Ste 1H,"Brooklyn, NY 11218"
Brokered by E Realty International Corp,Multi-family home for sale,1250000,7,3,1800,2528 West St,"Brooklyn, NY 11223"
Brokered by Brown Harris Stevens,Co-op for sale,2425000,2,2,1300,50 E 10th St Apt 6B,"Manhattan, NY 10003"
Brokered by Houlihan Lawrence,Pending,205000,1,1,660,5921 Calloway St Apt 2U,"Corona, NY 11368"
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,2500000,5,6,3860,870 United Nations Plaza Plz Units 37 & 38C,"Manhattan, NY 10017"
Brokered by COMPASS,Co-op for sale,3499000,6,8,6000,190 E 72nd St Units 23C & 24ABC,"Manhattan, NY 10021"
Brokered by Brown Harris Stevens,Co-op for sale,649000,1,2,1000,45 Sutton Pl S Apt 14G,"Manhattan, NY 10022"
Brokered by Douglas Elliman - 1995 Broadway,Pending,729000,2,1,2184.207862,193 Bleecker St Apt 12B,"New York, NY 10012"
Brokered by Instahomes Realty LLC,Multi-family home for sale,998500,3,2,2184.207862,929 Rogers Ave,"Brooklyn, NY 11226"
Brokered by Exp Realty,Multi-family home for sale,765000,4,2,1152,858 E 223rd St,"Bronx, NY 10466"
Brokered by B Square Realty,Condo for sale,599000,2,2,705,37-32 89th St Unit 1B,"Jackson Heights, NY 11372"
Brokered by Brown Harris Stevens,Condo for sale,11500000,5,5,5276,39 Lispenard St Unit 3RDFLOOR,"Manhattan, NY 10013"
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,595000,1,2,2184.207862,465 Park Ave Unit 9E,"New York, NY 10022"
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,675000,1,1,2184.207862,1270 Fifth Ave Unit 12J,"Manhattan, NY 10029"
"Brokered by Robert DeFalco Realty, Inc.",Multi-family home for sale,949000,8,3,3500,90 Fillmore St,"Staten Island, NY 10301"
Brokered by New Group Realty Inc,Condo for sale,729000,2,2,950,149-06 Northern Blvd Unit 303,"Flushing, NY 11354"
Brokered by The Agency,Contingent,895000,2,1,520,321 W 82nd St Apt 8,"New York, NY 10024"
Brokered by Global Realty Center LLC,Multi-family home for sale,2449000,3,2.373860858,3000,46 Pulaski St,"Bedford Stuyvesant, NY 11206"
Brokered by Moorstone Real Estate,Co-op for sale,399999,2,1,2184.207862,83-80 118th St Unit 5E,"Kew Gardens, NY 11415"
Brokered by Winzone Realty Inc,Co-op for sale,397000,2,1,1000,84-20 51 Ave Unit 2B,"Elmhurst, NY 11373"
"Brokered by Homes R Us Realty of NY, Inc.",Townhouse for sale,950000,2,1,1800,219 26th St,"Brooklyn, NY 11232"
Brokered by Sotheby's International Realty - Downtown Manhattan,Condo for sale,3995000,4,3,2578,171 W 57th St Apt 8C,"New York, NY 10019"
"Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC",Co-op for sale,599000,1,1,780,8901 Shore Rd Apt 7E,"Brooklyn, NY 11209"
Brokered by Douglas Elliman - 936 Broadway,Condo for sale,1999999,4,3,2729,50 Pine St Apt 2,"New York, NY 10005"
Brokered by Corcoran East Side,Co-op for sale,3370000,2,2,2184.207862,20 E 9th St # 14J,"New York, NY 10003"
"Brokered by Garfield, Leslie J. & Co., Inc.",Townhouse for sale,6995000,4,5,4187,92 Amity St,"Brooklyn, NY 11201"
Brokered by Maureen Folan R E Group Llc,House for sale,1598000,4,4,2184.207862,63-31 136 St,"Flushing, NY 11367"
Brokered by Tri State Han Mi Realty Inc,Condo for sale,699000,2,2,1030,147-48 Roosevelt Ave Unit 2C,"Flushing, NY 11354"
Brokered by eXp Realty BKNY,Co-op for sale,265000,3,1,650,3101 Ocean Pkwy Apt 6T,"Brooklyn, NY 11235"
Brokered by Bright Horizons Realty Inc,House for sale,1699000,5,3,2488,134 Beaumont St,"Brooklyn, NY 11235"
Brokered by Maureen Folan R E Group Llc,Pending,1098000,4,4,2184.207862,213-07 28th Ave,"Bayside, NY 11360"
Brokered by Elegran Real Estate And Development,Contingent,960000,1,1,834,133 Water St Apt 12D,"Brooklyn, NY 11201"
Brokered by REALHome Services & Solutions,Condo for sale,1086300,2,1,780,203 W 81st St Apt 4E,"New York, NY 10024"
Brokered by Lakeshore Realty International,Multi-family home for sale,859000,6,4,2820,729 E 182nd St,"Bronx, NY 10457"
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,945000,2,2,2184.207862,69-05 65th Dr,"Middle Village, NY 11379"
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,549000,2,2,2184.207862,247 MT Hope Pl Apt 1,"Bronx, NY 10457"
Brokered by Empire Home Sales Inc,Multi-family home for sale,969999,6,4,2184.207862,3710 Secor Ave,"Bronx, NY 10466"
Brokered by Excell Choice Realty,House for sale,1649000,8,3,2184.207862,119 Fenimore St,"Brooklyn, NY 11225"
Brokered by Corcoran Chelsea/Flatiron,Condo for sale,2800000,2,2,1412,230 W 56th St Apt 62B,"New York, NY 10019"
Brokered by Homedax Real Estate Llc,Co-op for sale,449000,2,1,2184.207862,123 E 88th St Apt 1A,"New York, NY 10128"
Brokered by Utopia Real Estate,Co-op for sale,294500,1,1,2184.207862,35-45 81 St Unit C1,"Jackson Heights, NY 11372"
Brokered by Voro Llc,Multi-family home for sale,990000,8,4,3120,842 Bryant Ave,"Bronx, NY 10474"
Brokered by Top Choice Realty LLC,House for sale,314000,2,1,847,18 Richmond Ct,"Staten Island, NY 10303"
Brokered by Homedax Real Estate Llc,Co-op for sale,449000,2,1,2184.207862,123 E 88th St Apt 1A,"New York, NY 10128"
Brokered by East Coast REALTORS Inc,Multi-family home for sale,1598000,7,2.373860858,2184.207862,61-17 170th St,"Fresh Meadows, NY 11365"
Brokered by Benjamin Realty Since 1980,Co-op for sale,208000,3,1,2184.207862,76-36 113th St Unit 3F,"Forest Hills, NY 11375"
Brokered by Keller Williams Realty NYC Grp,Co-op for sale,169900,2,1,900,1430 Thieriot Ave Apt 5K,"Bronx, NY 10460"
Brokered by RE/MAX City Square,Co-op for sale,235000,1,1,2184.207862,65-38 Booth St Unit 6H,"Rego Park, NY 11374"
NoBroker,Co-op for sale,278000,1,1,2184.207862,125-10 Queens Blvd Unit 2302,"Kew Gardens, NY 11415"
Brokered by COMPASS,Townhouse for sale,998000,6,2.373860858,2236,690 Vermont St,"Brooklyn, NY 11207"
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,6400000,3,4,2184.207862,14 E 75th St # 4A,"New York, NY 10021"
Brokered by Luxdeal Realty Llc,Co-op for sale,385000,2,1,920,97-40 62nd Dr Unit 3H,"Rego Park, NY 11374"
Brokered by KELLER WILLIAMS REALTY EMPIRE,Co-op for sale,250000,1,1,750,2241 Plumb 1st St Apt 1N,"Brooklyn, NY 11229"
Brokered by Exp Realty,Multi-family home for sale,1849000,6,3,2184.207862,212-15 35th Ave,"Bayside, NY 11361"
Brokered by Nardin Elite Associates Inc,House for sale,449500,3,2,2184.207862,266 Soundview Ave,"Bronx, NY 10473"
Brokered by B Square Realty,Multi-family home for sale,1250000,5,2,2184.207862,86-08 57th Ave,"Elmhurst, NY 11373"
Brokered by Coldwell Banker Reliable,House for sale,1099000,7,3,2322,188 Conklin Ave,"Brooklyn, NY 11236"
Brokered by L ROSE REALTY INC,House for sale,1900000,4,2,1400,13739 75th Rd,"Flushing, NY 11367"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2500000,2,2,1250,350 W 42nd St Ph D,"New York, NY 10036"
Brokered by Century Homes Realty Group LLC,House for sale,1288000,3,3,1696,9-22 119th St,"College Point, NY 11356"
Brokered by Corcoran East Side,Co-op for sale,1150000,1,1,2184.207862,50 Central Park W Apt 10D,"New York, NY 10023"
Brokered by Charles Rutenberg Realty Inc,Condo for sale,825000,3,2,2184.207862,63-14 Queens Blvd Unit 3L,"Woodside, NY 11377"
Brokered by Corcoran Park Slope,Townhouse for sale,4195000,5,4,2184.207862,445 Waverly Ave,"Brooklyn, NY 11238"
Brokered by RE MAX Edge,Pending,675000,3,2,1444,46 Coddington Ave,"Staten Island, NY 10306"
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,875000,2,1,922,1437 Hancock St # B,"Brooklyn, NY 11237"
Brokered by Douglas Elliman - 936 Broadway,Co-op for sale,297000,1,1,2184.207862,261 Bay 19th St Unit B,"Brooklyn, NY 11214"
Brokered by P R O Links Realty Inc,Condo for sale,485000,1,1,575,62-96 Woodhaven Blvd Unit 5R,"Rego Park, NY 11374"
Brokered by Re/Max In The City,Co-op for sale,230000,2,1,800,6200 Riverdale Ave Apt 4H,"Bronx, NY 10471"
Brokered by Budget Real Estate Nyc Inc,House for sale,629000,4,2,2184.207862,1281 E 223rd St,"Bronx, NY 10466"
"Brokered by BEN BAY REALTY, CO.",Pending,625000,3,2,1040,108 Howton Ave,"Staten Island, NY 10308"
